Symbol	AK1	AK2	AK3	AK4	AK5	AK6	AK7	AK8	AK9	AK10	AK11	AK12	AK13	AK14	AK15	AK16	AK17	AK18	AK19	AK20
C4orf3	2	16	3	0	6	0	15	6	2	9	3	12	2	10	8	7	11	3	11	18
C4orf32	4	0	0	0	0	2	3	0	0	0	2	0	2	6	4	4	6	2	2	2
C4orf33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
C4orf36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0
C4orf45	0	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0
C4orf46	10	1	5	12	6	4	6	16	4	8	4	7	16	2	0	14	6	1	1	2
C4orf47	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	4
C4orf48	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
C4orf51	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C4orf6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5	0	0	0	2	6	0	0	0	2	2	0	0	0	0	0	0	0	4	0	0
C5AR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5AR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf15	1	6	0	0	0	0	6	2	0	6	6	3	0	4	3	0	0	8	8	4
C5orf20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf22	2	0	2	4	0	0	6	3	4	0	2	4	1	6	6	8	6	0	6	8
C5orf24	2	6	4	6	2	2	2	4	2	4	6	0	1	0	2	0	12	6	2	2
C5orf27	0	3	0	0	3	0	0	0	0	0	5	0	1	2	0	0	2	2	1	2
C5orf28	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0
C5orf30	0	0	5	0	2	0	0	0	0	0	4	0	0	0	2	2	2	0	0	0
C5orf34	0	0	0	0	0	5	1	2	0	1	4	0	0	0	0	6	0	1	3	2
C5orf38	0	0	1	0	0	1	1	0	0	3	0	5	0	3	0	2	1	2	0	0
C5orf42	2	0	0	0	0	0	4	2	0	0	0	1	1	0	0	0	0	0	0	0
C5orf45	2146	1720	1820	969	1534	2100	2310	1329	1096	1624	1542	1593	2261	1912	2020	1226	1602	2076	823	1030
C5orf46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf49	9	17	6	6	23	4	30	5	11	22	15	32	13	23	11	8	10	6	29	12
C5orf51	0	0	2	0	0	4	12	6	4	0	2	0	0	4	0	2	8	2	0	0
C5orf52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf55	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
C5orf56	0	0	0	0	0	0	1	0	0	6	0	2	8	2	1	0	1	0	0	12
C5orf58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
C5orf60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf63	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf66	661	681	630	477	868	723	701	580	477	921	584	555	548	626	729	456	580	650	563	689
C5orf66-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5orf66-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
C6orf1	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0
C6orf10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C6orf100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf106	2	2	4	2	0	9	1	11	7	6	1	13	9	2	8	2	6	4	10	6
C6orf118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf120	260	161	150	244	162	277	227	207	258	182	201	145	134	180	177	205	156	118	131	123
C6orf123	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf132	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	2
C6orf136	14	8	8	6	10	11	8	4	5	5	9	19	9	13	18	5	11	16	2	7
C6orf141	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf147	0	0	0	0	2	0	0	1	1	0	4	1	0	0	0	0	0	0	0	0
C6orf15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf195	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
C6orf201	474	697	482	599	532	594	766	504	755	797	513	655	571	780	706	426	664	573	884	779
C6orf203	2	2	2	4	0	0	2	2	0	0	0	1	2	2	0	0	6	0	4	0
C6orf211	0	0	0	0	0	2	2	2	4	0	2	3	0	2	0	2	0	0	0	2
C6orf222	2	0	2	4	0	5	0	0	3	2	0	0	4	8	0	0	0	3	6	0
C6orf223	13	15	5	8	31	12	19	5	9	14	15	15	20	41	21	18	7	13	24	24
C6orf226	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0
C6orf229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf25	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
C6orf47	3	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	5	0	6	0
C6orf48	0	0	2	0	0	0	0	6	0	3	0	0	2	4	0	4	0	4	2	2
C6orf52	1	1	6	1	0	9	1	1	1	0	0	0	1	1	0	1	5	0	2	6
C6orf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
C6orf58	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C6orf62	48	25	97	36	104	30	21	70	49	111	55	34	86	46	99	28	12	69	57	88
C6orf7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
C6orf89	38	27	33	61	37	40	57	39	42	37	35	46	31	45	35	30	30	24	88	66
C6orf99	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0
C7	0	0	1	2	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0
C7orf13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
C7orf25	0	6	0	2	0	0	0	0	0	0	0	0	2	4	0	0	6	2	0	0
C7orf26	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf31	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
C7orf33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf43	0	1	3	0	1	2	0	0	0	0	0	0	0	1	2	1	2	2	0	3
C7orf49	313	125	99	158	158	281	206	96	162	165	1654	628	958	780	1200	1451	605	1063	736	1534
C7orf50	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0
C7orf55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf55-LUC7L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf60	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0
C7orf61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf63	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
C7orf65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf71	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf73	0	0	0	0	0	4	2	0	0	2	0	0	2	0	0	4	0	0	0	0
C7orf76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8G	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C8orf12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
C8orf22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf31	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
C8orf33	2	2	0	0	0	0	0	2	0	2	2	2	0	2	0	0	4	0	2	0
C8orf34	0	0	3	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
C8orf37	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
C8orf37-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
C8orf4	0	0	0	4	0	0	0	0	0	2	0	0	0	10	1	4	0	0	1	6
C8orf44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
C8orf44-SGK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf58	1	0	0	0	4	0	0	0	0	0	12	0	1	0	2	0	0	0	0	0
C8orf59	131	76	89	75	79	98	94	77	75	92	110	87	91	97	145	80	81	82	73	151
C8orf69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
C8orf74	1	0	0	0	2	0	0	0	0	1	0	0	4	0	0	2	0	8	0	0
C8orf76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf82	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1
C8orf86	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0
C8orf87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf88	2	4	0	7	3	6	5	2	1	2	0	10	0	4	2	1	5	4	8	0
C9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf114	243	213	213	160	290	206	251	218	215	324	127	169	167	228	228	153	218	154	196	171
C9orf116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
C9orf117	63	38	34	68	47	59	45	53	37	49	43	33	46	34	51	20	34	49	30	35
C9orf129	34	6	24	25	40	37	11	32	35	39	30	11	29	12	25	39	9	25	1	5
C9orf131	0	0	4	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
C9orf135	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2
C9orf135-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
C9orf139	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
C9orf142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf152	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
C9orf153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf156	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
C9orf16	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	4	0	0
C9orf163	10	1	2	10	28	6	9	17	16	8	1	13	11	0	6	7	3	7	3	1
C9orf169	4	0	1	1	2	0	0	8	0	4	4	0	2	3	0	0	0	4	0	0
C9orf170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf171	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0
C9orf172	4	1	4	2	4	4	4	0	2	1	6	7	3	0	0	1	0	0	0	0
C9orf173	0	0	0	0	0	0	0	0	2	5	4	0	0	4	1	0	0	0	1	0
C9orf24	0	1	2	0	1	2	4	3	3	5	0	3	0	0	0	0	0	0	0	3
C9orf3	7	18	4	13	20	30	37	3	15	23	10	13	6	5	13	28	25	6	26	46
C9orf37	5	11	2	10	8	16	6	2	10	4	14	8	7	17	7	7	4	10	0	9
C9orf40	0	9	2	3	6	2	3	12	1	3	2	2	0	8	4	2	4	2	8	3
C9orf41	2	0	0	0	0	0	0	0	2	0	0	4	0	2	0	2	0	0	1	0
C9orf43	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
C9orf47	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf53	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1
C9orf57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf64	0	2	0	2	0	0	0	2	0	0	2	0	0	0	2	2	0	0	0	2
C9orf66	3	0	0	0	1	1	4	2	1	0	3	0	0	0	0	6	0	0	1	2
C9orf69	1	0	0	0	0	0	1	4	0	0	4	3	0	2	0	1	1	0	0	0
C9orf72	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	3	0	0	0	2
C9orf78	9	17	6	6	10	4	4	16	7	6	10	2	2	1	4	2	4	6	9	13
C9orf84	1	0	1	1	2	0	2	1	1	1	1	1	1	0	0	2	1	0	0	0
C9orf85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf91	0	0	0	0	0	0	0	0	2	0	2	0	0	4	0	0	0	0	0	0
C9orf92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C9orf96	9	5	8	14	8	12	19	8	7	5	7	6	12	4	10	4	5	7	9	5
CA1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
CA10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0
CA11	0	0	0	0	2	1	0	4	1	0	0	0	1	0	0	1	0	0	0	1
CA12	24	6	14	21	0	32	10	0	8	0	12	8	8	4	8	18	0	0	6	2
CA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
CA14	8	5	13	8	1	4	5	11	3	5	5	5	15	7	0	14	2	7	3	4
CA2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
CA3	4	1	4	1	5	14	1	1	1	1	1	1	0	1	4	6	0	1	0	0
CA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA5A	0	6	6	1	19	2	0	1	1	9	6	1	1	1	3	4	2	1	1	16
CA5B	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA5BP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CA8	1	0	2	0	0	0	0	0	2	2	1	2	1	2	4	1	3	2	5	6
CA9	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAP1	2	0	6	0	0	4	6	0	2	2	6	4	0	2	1	6	0	0	3	2
CAB39	3	2	4	6	7	2	4	4	5	3	9	12	4	2	8	17	0	3	6	0
CAB39L	2	4	0	2	6	0	2	4	5	0	4	0	2	0	2	0	0	0	4	2
CABIN1	2	0	0	4	1	2	0	4	0	2	2	0	1	0	0	1	0	0	0	2
CABLES1	2	0	7	2	1	3	2	0	1	2	3	1	0	0	4	4	0	2	0	0
CABLES2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
CABP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CABP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABP7	185	194	216	164	201	182	254	203	233	244	197	180	193	245	246	158	210	158	198	204
CABS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CABYR	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
CACFD1	0	0	0	0	2	0	2	8	1	0	4	0	9	4	3	4	0	8	2	0
CACHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
CACNA1A	2	1	4	3	1	2	1	8	1	0	7	2	2	11	3	4	3	0	0	2
CACNA1B	0	6	0	0	4	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
CACNA1C	2	6	1	7	8	2	3	4	1	10	0	3	4	0	4	2	3	0	1	10
CACNA1C-AS1	39	61	72	62	151	40	59	100	82	144	51	48	84	54	69	42	28	61	22	70
CACNA1C-AS2	17	20	45	22	56	23	33	42	16	56	9	26	38	15	23	6	7	23	7	32
CACNA1C-AS4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1C-IT2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CACNA1C-IT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1D	2	4	10	7	13	4	0	5	5	0	4	1	3	5	4	3	2	9	1	5
CACNA1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CACNA1G	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1G-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CACNA1H	6	5	3	2	2	1	0	3	0	8	0	3	5	2	2	0	0	0	0	5
CACNA1I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA1S	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D1	0	10	2	1	24	4	6	4	6	7	14	4	8	11	4	7	6	4	3	20
CACNA2D2	9	34	19	21	26	33	26	27	16	18	27	24	41	37	27	22	27	31	9	41
CACNA2D3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CACNA2D3-AS1	0	0	0	0	0	0	0	0	5	5	0	0	0	0	5	0	0	2	0	7
CACNA2D4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CACNB1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNB2	7	1	0	2	6	9	1	2	3	2	2	0	6	2	5	6	1	0	8	5
CACNB3	0	0	0	2	5	0	8	0	1	0	3	4	3	0	1	2	0	1	0	0
CACNB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
CACNG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
CACNG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CACTIN	8	1	4	1	2	13	5	2	4	0	8	3	2	5	5	9	2	2	6	4
CACTIN-AS1	187	106	155	159	174	167	125	138	226	207	163	113	173	156	180	191	127	222	109	176
CACUL1	5	0	0	2	0	2	0	4	0	1	2	6	2	0	0	2	5	4	1	1
CACYBP	24	32	46	52	71	23	34	46	52	94	36	39	46	63	71	38	49	60	37	47
CAD	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2
CADM1	7	6	8	8	4	10	6	7	9	9	6	29	9	10	32	12	4	6	6	13
CADM2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
CADM2-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CADM3-AS1	6	15	0	3	7	5	6	0	8	2	3	25	2	18	12	2	7	0	9	5
CADM4	3	0	0	3	14	7	8	3	4	8	4	0	14	5	12	7	4	5	8	18
CADPS	4	16	15	4	13	4	6	11	4	13	7	7	6	5	14	2	2	10	3	15
CADPS2	0	2	2	3	0	0	0	0	0	2	2	0	0	2	2	0	0	0	0	0
CAGE1	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	1	1	1
CAHM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALB1	0	0	0	2	0	0	0	0	1	4	0	4	0	0	4	0	0	0	4	0
CALB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
CALCB	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCOCO1	0	2	0	1	0	0	2	6	0	1	0	0	1	0	0	4	2	1	0	0
CALCOCO2	6	12	0	4	14	0	3	0	3	6	10	14	4	7	13	8	4	6	5	3
CALCR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALCRL	3	0	7	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0
CALD1	27	12	8	19	14	5	33	12	11	5	12	6	18	7	2	9	6	14	12	17
CALHM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALHM2	9	0	3	3	6	11	7	5	1	3	5	0	6	4	2	10	1	16	0	13
CALHM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALM1	28	38	12	46	54	22	41	41	24	39	13	56	36	26	33	30	33	32	12	50
CALM2	69	45	42	26	55	65	81	51	49	58	76	86	43	80	66	65	61	42	93	72
CALM3	17	6	10	8	12	4	18	8	11	17	26	24	18	19	21	17	23	15	14	19
CALML3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALML3-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
CALML4	183	210	237	155	275	169	221	329	185	331	182	205	234	219	292	189	192	264	154	250
CALML5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALML6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
CALN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
CALR	92	63	69	79	84	115	120	82	92	104	126	121	93	114	109	153	66	86	114	154
CALR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALU	25	14	9	18	8	20	21	10	6	4	12	16	6	38	11	17	13	8	23	23
CALY	1	1	0	3	1	4	6	4	0	7	1	5	3	1	6	2	0	2	2	0
CAMK1	11	16	18	18	20	27	25	8	19	24	17	2	19	15	12	11	9	11	5	9
CAMK1D	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CAMK1G	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2A	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
CAMK2B	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
CAMK2D	0	2	5	2	8	4	10	2	5	7	6	10	2	6	6	2	2	8	2	4
CAMK2G	0	2	0	1	0	0	4	0	0	0	1	0	0	2	2	4	0	0	0	0
CAMK2N1	0	7	0	4	4	2	6	10	0	2	6	6	1	0	4	0	0	0	2	2
CAMK2N2	0	7	0	2	0	2	0	0	10	3	1	0	0	0	0	0	0	0	0	0
CAMK4	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CAMKK1	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMKK2	2	0	0	0	0	2	2	1	2	0	2	0	0	0	0	0	0	0	2	0
CAMKMT	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
CAMKV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMLG	8	0	0	0	0	0	0	2	0	4	2	2	0	0	0	0	0	2	0	0
CAMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMSAP1	0	0	1	0	0	2	0	4	6	0	2	2	1	0	4	2	0	0	0	0
CAMSAP2	2	0	2	4	6	4	6	2	2	4	10	6	10	2	0	2	3	6	2	8
CAMSAP3	0	0	0	0	0	5	2	0	1	0	0	2	0	0	0	0	0	0	0	0
CAMTA1	2	0	0	0	2	0	0	0	0	2	2	0	2	0	0	0	0	0	0	2
CAMTA2	6	2	0	1	7	0	1	2	0	3	6	4	2	6	0	2	2	11	2	10
CAND1	6	14	6	17	2	4	11	12	10	10	9	16	14	10	10	6	8	8	4	20
CAND1.11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CAND2	4	6	8	9	10	4	16	9	5	9	8	5	8	5	3	3	6	1	2	4
CANT1	0	1	4	6	5	4	0	6	3	4	0	4	8	2	0	4	4	6	4	5
CANX	99	105	69	94	101	65	146	122	77	122	87	155	91	89	76	109	84	83	122	192
CAP1	11	16	4	6	4	10	20	11	0	7	10	20	14	10	6	22	10	10	20	12
CAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CAPN1	7	7	5	3	3	10	14	4	5	1	7	8	9	7	4	13	4	5	3	5
CAPN10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN10-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
